verse;English;Basque;gloss;marker;allomorph;case;role;noun-class;remarks_morph;remarks_sem;text;author;year;century;period;place;dialect;
(Mark 8,35);"For whosoever will save his life shall lose it; but whosoever shall lose his life for my sake and the gospel's, the same shall save it.";"Zeren bere anima salbatu nai duenak, galduko du; nigatik eta <ebanjelioagatik> bere anima galtzen duenak berriz, salbatuko du.";;gatik;;CAUS;Motive;abstract;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 8,36);For what shall it profit a man, if he shall gain the whole world, and lose his own soul?;Zeren, zer balioko dio gizonari mundu guztia irabazteak, bere animari kalte egiten badio?;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 8,38);"Whosoever therefore shall be ashamed of me and of my words in this adulterous and sinful generation; of him also shall the Son of man be ashamed, when he cometh in the glory of his Father with the holy angels.";<Nigatik> eta nere dotrinagatik lotsatzen dana, erreñu adultero eta pekatari onen erdian, orobat gizonaren semea berarekin lotsatuko da, aingeru santuak lagun dituela bere Aitaren glorian datorrenean.;;gatik;;CAUS;Cause;pronoun;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 8,38);"Whosoever therefore shall be ashamed of me and of my words in this adulterous and sinful generation; of him also shall the Son of man be ashamed, when he cometh in the glory of his Father with the holy angels.";Nigatik eta <nere dotrinagatik> lotsatzen dana, erreñu adultero eta pekatari onen erdian, orobat gizonaren semea berarekin lotsatuko da, aingeru santuak lagun dituela bere Aitaren glorian datorrenean.;;gatik;;CAUS;Cause;abstract;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 8,38);"Whosoever therefore shall be ashamed of me and of my words in this adulterous and sinful generation; of him also shall the Son of man be ashamed, when he cometh in the glory of his Father with the holy angels.";Nigatik eta nere dotrinagatik lotsatzen dana, erreñu adultero eta pekatari onen erdian, orobat <gizonaren semea berarekin> lotsatuko da, aingeru santuak lagun dituela bere Aitaren glorian datorrenean.;;rekin;;COM;Cause;person;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 9,5);"And Peter answered and said to Jesus, Master, it is good for us to be here: and let us make three tabernacles; one for thee, and one for Moses, and one for Elias.";Eta izketan asirik Pedro, Jesusi esan zion: Jauna, ongi da gu emen egotea, eta egin ditzagun iru bizileku, <zuretzat> bat, eta Moisesentzat beste bat, eta Eliasentzat beste bat.;un pour toy;rentzat;;BEN;Beneficiary;pronoun;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 9,5);"And Peter answered and said to Jesus, Master, it is good for us to be here: and let us make three tabernacles; one for thee, and one for Moses, and one for Elias.";Eta izketan asirik Pedro, Jesusi esan zion: Jauna, ongi da gu emen egotea, eta egin ditzagun iru bizileku, zuretzat bat, eta <Moisesentzat> beste bat, eta Eliasentzat beste bat.;un pour Moyse;rentzat;;BEN;Beneficiary;person;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 9,5);"And Peter answered and said to Jesus, Master, it is good for us to be here: and let us make three tabernacles; one for thee, and one for Moses, and one for Elias.";Eta izketan asirik Pedro, Jesusi esan zion: Jauna, ongi da gu emen egotea, eta egin ditzagun iru bizileku, zuretzat bat, eta Moisesentzat beste bat, eta <Eliasentzat> beste bat.;un pour Elie;rentzat;;BEN;Beneficiary;person;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 9,11);And they asked him, saying, Why say the scribes that Elias must first come?;Eta galdetzen zioten, esaten zutela: <Nola> bada Eskribak eta Fariseoak esaten dute, Eliasek lenago etorri bear duela?;;Ø;;;Cause;interrogative;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 9,12);"And he answered and told them, Elias verily cometh first, and restoreth all things; and how it is written of the Son of man, that he must suffer many things, and be set at nought.";Eta berak erantzun zien: Elias egiaz etorriko da nere bigarren etorrera baño lenago, eta gauza guztiak beren tokietan jarriko ditu, eta <gizonaren semeagatik> eskribatua dagoan bezela, asko padezituko du, eta gutxitan idukia izango da.;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 9,12);"And he answered and told them, Elias verily cometh first, and restoreth all things; and how it is written of the Son of man, that he must suffer many things, and be set at nought.";Eta berak erantzun zien: Elias egiaz etorriko da nere bigarren etorrera baño lenago, eta gauza guztiak beren tokietan jarriko ditu, eta <gizonaren semeagatik> eskribatua dagoan bezela, asko padezituko du, eta gutxitan idukia izango da.;;gatik;;CAUS;Topic;person;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 9, 13);But I say unto you, That Elias is indeed come, and they have done unto him whatsoever they listed, as it is written of him.;Baitaere esaten dizutet Elias etorria dala (eta berarekin nai zuten guztia egin zuten) <beragatik> eskribatua dagoan bezela.;;gatik;;CAUS;Topic;pronoun;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 9,28);And when he was come into the house, his disciples asked him privately, Why could not we cast him out?;Eta Jauna etxean sartu zanean, bere ikasleak isiltxorikan galdetzen zioten: <Zergatik> guk ezin aurtiki izan degu?;;gatik;;CAUS;Cause;interrogative;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 9,37);Whosoever shall receive one of such children in my name, receiveth me: and whosoever shall receive me, receiveth not me, but him that sent me.;Aur oietatik bat <nere amorioz> artzen duenak, ni artzen nau, eta ni artzen nauenak, ez nau ni artzen, baizik ni bialdu ninduena.;;ren_amorioz;;CAUS;Behalf;pronoun;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 9,39);But Jesus said, Forbid him not: for there is no man which shall do a miracle in my name, that can lightly speak evil of me.;Eta Jesusek esan zion: Etzaiozute galerazi, zeren nere izenean mirariak egiten dituenak, ezin esango du gaizki laster <nigatik>.;;gatik;;CAUS;Topic;pronoun;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,5);And Jesus answered and said unto them, For the hardness of your heart he wrote you this precept.;Zeñai erantzuten ziela Jesusek, esan zuen: <Zuen biotzeko gogortasunagatik> eskribatu zizuten aginte au.;;gatik;;CAUS;Cause;abstract;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,7);"For this cause shall a man leave his father and mother, and cleave to his wife;";<Argatik> gizonak utziko ditu bere aita, eta bere ama, eta bere emaztearekin bilduko da,;;gatik;;CAUS;Cause;state_of_affairs;connector;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,11);And he saith unto them, Whosoever shall put away his wife, and marry another, committeth adultery against her.;Eta berak esan zien: Bere emaztea utzi, eta beste batekin ezkontzen danak, <bere andrearen kontra> adulterioko bekatua egiten du.;;ren_kontra;;postp;Maleficiary;kinship;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,18);And Jesus said unto him, Why callest thou me good? there is none good but one, that is, God.;Eta Jesusek esan zion: <Zergatik> ona esaten didazu? Ez dago iñor ere onik, Jaungoikoa bakarrik baizik.;;gatik;;CAUS;Cause;interrogative;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,28);Then Peter began to say unto him, Lo, we have left all, and have followed thee.;Eta Pedro asi zitzaion esaten: Ona non guk gauza guztiak utzi ditugu, eta jarraitu dizugu.;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,29);And Jesus answered and said, Verily I say unto you, There is no man that hath left house, or brethren, or sisters, or father, or mother, or wife, or children, or lands, for my sake, and the gospel's,;Jesusek erantzuten zuela, esan zuen: Egiaz esaten dizutet, iñor ere ez dagoala utzi duenik etxea, edo anaiak, edo arrebak, edo aita, edo ama, edo semeak, edo kanpolurrak <nigatik>, eta Ebanjelioa gatik,;pour l'amour de moy et de l'evagile;gatik;;CAUS;Motive;pronoun;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,29);And Jesus answered and said, Verily I say unto you, There is no man that hath left house, or brethren, or sisters, or father, or mother, or wife, or children, or lands, for my sake, and the gospel's,;Jesusek erantzuten zuela, esan zuen: Egiaz esaten dizutet, iñor ere ez dagoala utzi duenik etxea, edo anaiak, edo arrebak, edo aita, edo ama, edo semeak, edo kanpolurrak nigatik, eta <Ebanjelioa gatik>,;pour l'amour de moy et de l'evagile;gatik;;CAUS;Motive;abstract;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,35);And James and John, the sons of Zebedee, come unto him, saying, Master, we would that thou shouldest do for us whatsoever we shall desire.;Eta orduan alderatzen dira beragana Santiago eta Juan Zebedeoren semeak, esaten dutela: Erakuslea, nai degu eskatzen dizugun guztia egin dizaguzula.;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,36);And he said unto them, What would ye that I should do for you?;Eta berak esan zien: Zer nai dezute, egin dizazutedan?;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,30);"But he shall receive an hundredfold now in this time, houses, and brethren, and sisters, and mothers, and children, and lands, with persecutions; and in the world to come eternal life.";Zeñak orain mundu onetan, eta persekuzioen artean artzen ez duenik eunetan anbat, utzi dituen etxeak, eta anaiak, eta arrebak, eta gurasoak, eta semeak, eta <soroakgatik>, eta beste munduan betiko bizitza.;;gatik;;CAUS;Motive;goods;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,40);"But to sit on my right hand and on my left hand is not mine to give; but it shall be given to them for whom it is prepared.";Esertzea ordea nere eskuiean, edo ezkerrean, ez dagokit neri ematea zuei, baizik prestatu zaiotenai.;;i;;DAT;Beneficiary;relative;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,41);And when the ten heard it, they began to be much displeased with James and John.;Eta aditurik au amarrak, asi ziran <Santiago eta Juangatik> aserretzen.;;gatik;;CAUS;Cause;person;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,45);For even the Son of man came not to be ministered unto, but to minister, and to give his life a ransom for many.;<Zeren> gizonaren semea ere etzan etorri bera serbitua izatera, baizik serbitzera, eta askoren erredenzioagatik bere bizitza ematera.;;ren;;GEN;Cause;connector;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,45);For even the Son of man came not to be ministered unto, but to minister, and to give his life a ransom for many.;Zeren gizonaren semea ere etzan etorri bera <serbitua izatera>, baizik serbitzera, eta askoren erredenzioagatik bere bizitza ematera.;;ra;;ALL;Purpose;nominalization;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,45);For even the Son of man came not to be ministered unto, but to minister, and to give his life a ransom for many.;Zeren gizonaren semea ere etzan etorri bera serbitua izatera, baizik <serbitzera>, eta askoren erredenzioagatik bere bizitza ematera.;;ra;;ALL;Purpose;nominalization;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,45);For even the Son of man came not to be ministered unto, but to minister, and to give his life a ransom for many.;Zeren gizonaren semea ere etzan etorri bera serbitua izatera, baizik serbitzera, eta <askoren erredenzioagatik> bere bizitza ematera.;;gatik;;CAUS;Motive;abstract;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,45);For even the Son of man came not to be ministered unto, but to minister, and to give his life a ransom for many.;Zeren gizonaren semea ere etzan etorri bera serbitua izatera, baizik serbitzera, eta askoren erredenzioagatik bere bizitza ematera.;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,45);For even the Son of man came not to be ministered unto, but to minister, and to give his life a ransom for many.;Zeren gizonaren semea ere etzan etorri bera serbitua izatera, baizik serbitzera, eta askoren erredenzioagatik bere bizitza <ematera>.;;ra;;ALL;Purpose;nominalization;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,48);And many charged him that he should hold his peace: but he cried the more a great deal, Thou son of David, have mercy on me.;Eta askok errierta egiten zion ixildu zedin. Berak berriz, deadar andiagoak egiten zituen, esaten zuela: Dabiden semea, nizaz urrikaldu zaite.;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 10,51);And Jesus answered and said unto him, What wilt thou that I should do unto thee? The blind man said unto him, Lord, that I might receive my sight.;Eta Jesusek esan zion: Zer nai dezu egin dizazudan? Eta itsuak esan zion: Erakuslea, nik ikusi dizadala.;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 11,17);And he taught, saying unto them, Is it not written, My house shall be called of all nations the house of prayer? but ye have made it a den of thieves.;Eta erakutsiak ematen ziezten, esaten ziela: Ez al dago eskribitua, nere etxeari jende guziak orazioko etxearen izenarekin deituko diotela? Zuek berriz, lapurren ezkutatoki egin dezute.;;NOT_APPLY;;;;;;versions differ. Perhaps here English preposition OF expresses the agent?;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 11,24);Therefore I say unto you, What things soever ye desire, when ye pray, believe that ye receive them, and ye shall have them.;<Argatik> esaten dizutet, orazioan eskatzen dezuten guztia, sinistu ezazute artuko dezutela, eta guztia emango zazutela.;;gatik;;CAUS;Cause;state_of_affairs;connector;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 11,25);And when ye stand praying, forgive, if ye have ought against any: that your Father also which is in heaven may forgive you your trespasses.;Eta orazioan zaudetenean, <norbaiten kontra> ezertxoere badaukazute, aurrena barkatu zaiozute, zuen Aita zeruetan dagoanak ere, zuen bekatuak barkatu ditzatzuten.;;ren_kontra;;postp;Maleficiary;pronoun;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 11,28);And say unto him, By what authority doest thou these things? and who gave thee this authority to do these things?;Eta esaten diote: Zer eskubiderekin oiek egiten dituzu? Eta nork eman dizu eskubide au, gauza oiek egiteko?;;NOT_APPLY;;;;;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 11,31);"And they reasoned with themselves, saying, If we shall say, From heaven; he will say, Why then did ye not believe him?";Eta berak beren artean gogorazioetan zeuden, esaten zutela: Esaten badiogu, zerutikoa, esango du: <Zergatik> bada etziñioten sinistu?;;gatik;;CAUS;Cause;interrogative;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
(Mark 11,32);"But if we shall say, Of men; they feared the people: for all men counted John, that he was a prophet indeed.";Esaten badegu, gizonakgandikoa, <erriaren> beldur gera, zeren guztiak sinistzen zuten, Juan profeta egiazkoa izan zala.;;ren;;GEN;Cause;people;;;Gospel of Mark - San Markosen Ebanjelioa;Uriarte;1858;19;First Modern Basque;Guipuscoa;Guipuscoan;
